,Name,CPU,RAM,Ổ cứng,Card đồ họa,Màn hình,Hệ điều hành,Pin,Trọng lượng,Màu sắc,Kích thước,Price
91,"Laptop Dell Vostro 5402 (V5402A) (i5-1135G7 | 8GB | 256GB | VGA MX330 2GB | 14"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",256GB SSD M.2 PCIE,NVIDIA GeForce MX330 2GB GDDR5 + Intel® Iris® Xe Graphics,"14'' FHD (1920 x 1080) WLED, Anti-Glare, 45% NTSC, 220 Nits",Windows 10 Home,3 Cell 40WHr,,Gray ,321.3 x 216.2 x 17.9 mm,"19,990,000₫"
92,Laptop ASUS ZenBook UX325EA-EG079T (i5-1135G7 | 8GB | 256GB | Intel Iris Xe Graphics | 13.3'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4X 3200MHz (Onboard),256GB SSD M.2 PCIE G3X2,Intel Iris Xe Graphics,"13.3"" FHD (1920 x 1080) IPS, Anti-Glare, 72% NTSC, 100% sRGB, 300nits",Windows 10 Home,4 Cell 67WHr Lithium-Polymer,1.11kg,Pine Grey,30.42 x 20.3 x 1.39 ~ 1.39 cm,"21,490,000₫"
93,Laptop ASUS ZenBook UX325EA-EG081T (i5-1135G7 | 8GB | 256GB | Intel Iris Xe Graphics | 13.3'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4X 3200MHz (Onboard),256GB SSD M.2 PCIE G3X2,Intel Iris Xe Graphics,"13.3"" FHD (1920 x 1080) IPS, Anti-Glare, 72% NTSC, 100% sRGB, 300nits",Windows 10 Home,4 Cell 67WHr Lithium-Polymer,1.11kg,Lilact Mist,30.42 x 20.3 x 1.39 ~ 1.39 cm,"19,990,000₫"
94,Laptop Acer Aspire 5 A514-54-51VT (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB (4GBx2) DDR4 2666MHz  (1x SO-DIMM socket, up to 20GB SDRAM)","512GB SSD M.2 PCIE, 1x slot SATA3 2.5""",Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Acer ComfyView LCD",Windows 10 Home,3 Cell 48WHrs,1.45 kg,Pure Silver (Vỏ nhôm),328 x 233 x 17.95 (mm),"15,990,000₫"
95,Laptop ASUS ZenBook UX435EG-AI099T (i7-1165G7 | 16GB | 512GB | VGA MX450 2GB | 14'' FHD Touch | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,16GB LPDDR4X 3200MHz (Onboard),512GB SSD M.2 PCIE G3X2,NVIDIA GeForce MX450 2GB GDDR6 + Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Touch Screen, 100% sRGB, 300nits",Windows 10 Home,3 Cell 63WHrs,1.29kg,Pine Grey,31.9 x 19.9 x 1.69 ~ 1.69 cm,"32,990,000₫"
96,Laptop ASUS ZenBook UX435EA-A5036T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4X 3200MHz (Onboard),512GB SSD M.2 PCIE G3X2,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 300nits",Windows 10 Home,3 Cell 63WHrs,1.19kg,Pine Grey,31.9 x 19.9 x 1.69 ~ 1.69 cm,"24,990,000₫"
97,Laptop ASUS ZenBook UX425EA-BM066T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4X 3200MHz (Onboard),512GB SSD M.2 PCIE G3X2,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 300nits",Windows 10 Home,4 Cell 67WHr Lithium-Polymer,1.17kg,Lilact Mist,31.9 x 20.8 x 1.39 (cm),"21,990,000₫"
98,Laptop Acer Swift 3X SF314-510G-5742 (i5-1135G7 | 16GB | 1TB | Intel Iris Xe Max Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,16GB LPDDR4X 4266MHz Onboard,1TB SSD M.2 PCIE Gen3x4,Intel Iris Xe Max Graphics (DG1),"14"" FHD (1920 x 1080), IPS, Acer ComfyViewTM LED-backlit TFT LCD",Windows 10 Home,4 Cell 58.7Whr,1.37 kg,Safari Gold,322.8 x 212.2 x 17.95 (mm),"24,990,000₫"
99,Laptop ASUS VivoBook A515EA-BQ491T (i3-1115G4 | 4GB | 512GB |  Intel UHD Graphics | 15.6'' FHD | Win 10),Intel Core i3-1115G4 1.7GHz up to 4.1GHz 6MB,"4GB DDR4 2666MHz Onboard (1x SO-DIMM socket, up to 12GB SDRAM)","(Còn trống 1 khe 2.5"" SATA)",Intel UHD Graphics for 11th Gen Intel® Processors,"15.6"" FHD (1920 x 1080), IPS, Anti-Glare with 45% NTSC, NanoEdge",Windows 10 Home,3 Cells 42WHrs,1.7 kg,Indie Black,359 x 235 x 17.9 mm,"13,890,000₫"
100,Laptop ASUS VivoBook A515EA-BQ489T (i3-1115G4 | 4GB | 512GB |  Intel UHD Graphics | 15.6'' FHD | Win 10),Intel Core i3-1115G4 1.7GHz up to 4.1GHz 8MB,"4GB DDR4 2666MHz Onboard (1x SO-DIMM socket, up to 12GB SDRAM)","512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe 2.5"" SATA)",Intel® UHD Graphics for 11th Gen Intel® Processors,"15.6"" FHD (1920 x 1080), IPS, Anti-Glare with 45% NTSC, NanoEdge",Windows 10 Home,3 Cells 42WHrs,1.7 kg,Silver,359 x 235 x 17.9 mm,"13,890,000₫"
101,"Laptop Acer Predator Helios 300 PH315-53-70U6 (i7-10750H | 16GB | 512GB | VGA RTX 2060 6GB | 15.6"" FHD 240Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"16GB (8GBx2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE G3X4 (Support RAID 0) (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",NVIDIA GeForce RTX 2060 6GB GDDR6,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare with 72% NTSC, 100% sRGB, 240Hz, 3ms, 300nits",Windows 10 Home,4 Cell 59 WHrs,2.2 kg,Abyssal Black,363.4 x 255 x 22.9 (mm),"39,490,000₫"
102,"Laptop MSI Modern 14 B11SB-244VN (i5-1135G7 | 8GB | 512GB |  VGA MX450 2GB | 14"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (1x SO-DIMM socket, up to 32GB SDRAM)",512GB PCIe NVMe™ M.2 SSD,NVIDIA GeForce MX450 2GB GDDR5 + Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS-Level, 60Hz, 72% NTSC, Thin Bezel, 100% sRGB",Windows 10 Home,3 Cell 52WHr,1.3 kg,Carbon gray,319 x 219 x 16.9 (mm),"20,990,000₫"
103,Laptop ASUS VivoBook A515EA-BQ498T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i5-1135G7 0.9GHz up to 4.2GHz 8MB,"8GB (4GBx2) DDR4 2666MHz (1x SO-DIMM socket, up to 12GB SDRAM)","512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe 2.5"" SATA)",Intel Iris Xe Graphics ,"15.6"" FHD (1920 x 1080), IPS, Anti-Glare with 45% NTSC, NanoEdge",Windows 10 Home,3 Cells 42WHrs,1.7 kg,Silver,359 x 235 x 17.9 mm,"17,490,000₫"
104,Laptop ASUS VivoBook A415EA-EB360T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 0.9GHz up to 4.2GHz 8MB,8GB DDR4 2666MHz Onboard,512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),Intel Iris Xe Graphics ,"14"" FHD (1920 x 1080), IPS, Anti-Glare with 45% NTSC, NanoEdge",Windows 10 Home,3 Cells 42WHrs,1.4 kg,Đen,324 x 215 x 17.9 mm,"17,290,000₫"
105,Laptop ASUS ZenBook UX425EA-BM069T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4X 3200MHz (Onboard),512GB SSD M.2 PCIE G3X2,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 300nits",Windows 10 Home,4 Cell 67WHr Lithium-Polymer,1.17kg,Pine Grey,31.9 x 20.8 x 1.39 (cm),"22,990,000₫"
106,Laptop ASUS TUF Gaming F15 FX506LI-HN039T (i5-10300H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6'' FHD 144Hz | Win 10),Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 2933MHz (2x SO-DIMM socket, up to 32GB SDRAM)","(Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel® UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",Windows 10 Home,3 Cell 48WHr,2.2 kg,Gun Metal,360 x 262 x 25.8 ~26.9 cm,"20,990,000₫"
107,Laptop ASUS TUF Gaming F15 FX506LI-HN096T (i7-10870H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6'' FHD 144Hz | Win 10),Intel Core i7-10870H 2.2 GHz up to 5.0GHz 16MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","(Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel® UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",Windows 10 Home,3 Cell 48WHr,2.2 kg,Gun Metal,360 x 262 x 25.8 ~26.9 cm,"24,490,000₫"
108,Laptop ASUS TUF Gaming F15 FX506LU-HN138T (i7-10870H | 8GB | 512GB | VGA GTX 1660Ti 6GB | 15.6'' FHD 144Hz | Win 10),Intel Core i7-10870H 2.2 GHz up to 5.0GHz 16MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","(Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1660Ti 6GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",Windows 10 Home,4 Cell 90WHr,2.3 kg,Gun Metal,359.8 x 256 x 22.8 ~24.9 cm,"27,990,000₫"
109,"Laptop MSI GF63 Thin 9SCSR-1057VN (i5-9300H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD 144Hz | Win 10)",Intel Core i5-9300H 2.4GHz up to 4.1GHz 8MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE, x1 slot 2.5"" SATA3",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 with Max-Q Design + Intel UHD Graphics 630,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Thin Bezel",Windows 10 Home,3 Cell 51WHr,1.86 kg,Đen,359 x 254 x 21.7 mm,"19,490,000₫"
110,Laptop Acer Swift 3X SF314-510G-57MR (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Max Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4X 4266MHz Onboard,512GB SSD M.2 PCIE Gen3x4,Intel Iris Xe Max Graphics (DG1),"14"" FHD (1920 x 1080), IPS, Acer ComfyViewTM LED-backlit TFT LCD",Windows 10 Home,4 Cell 58.7Whr,1.37 kg,Safari Gold,322.8 x 212.2 x 17.95 (mm),"20,990,000₫"
111,Laptop Acer Swift 3 SF313-53-503A (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics| 13.5'' QHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4X 4266MHz Onboard,512GB SSD M.2 PCIE Gen3x4,Intel Iris Xe Graphics,"13.5"" QHD (2256 x 1504) (3:2), IPS, Acer CineCrystalTM LED-Backlit TFT LCD",Windows 10 Home,3 Cell 56Whr,1.2 kg,Sparkly Silver,302.5 x 233.88 x 15.95 (mm),"19,990,000₫"
112,"Laptop Acer Swift 3 SF314-42-R0TR (R5-4500U | 16GB | 1TB | AMD Radeon Graphics | 14"" FHD | Win 10)",AMD Ryzen 5-4500U 2.3GHz up to 4.0GHz 8MB,16GB (8GBx2) LPDDR4 4266MHz Onboard,1TB SSD M.2 PCIE Gen3x4,AMD Radeon™ Graphics,"14"" FHD (1920 x 1080) Acer ComfyView™ IPS LED LCD",Windows 10 Home + Office Home & Student 2019,3 Cell 48Whr,1.2 kg,Pure Silver,323.4 x 218.9 x 15.95 (mm),"19,990,000₫"
113,Laptop Avita Liber V14 (NS14A8VNF561-SGB) (i5-10210U | 8GB | 512GB | Intel UHD Graphics | 14'' FHD | Win 10),Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,8GB DDR4 2400MHz,512GB SSD M.2 SATA,Intel UHD Graphics,"14"" FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle",Window 10 Home,Up to 10 hours,1.28kg,Space Grey,318 X 218 X 15.9 mm,"15,490,000₫"
114,Laptop Lenovo IdeaPad Gaming 3 15ARH05 (82EY00JXVN) (R5-4600H | 8GB | 256GB | VGA GTX 1650 4GB | 15.6'' FHD 120Hz |  Win 10),AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)","256GB SSD M.2 2242 PCIe NVMe 3.0x4, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1650 4GB GDDR6 + AMD Radeon Graphics,"15.6"" FHD (1920 x 1080) IPS, 250nits, Anti-Glare, 120Hz",Windows 10 Home,3 Cell 45WHr,2.2 kg,Đen,359 x 249.6 x 24.9 (mm),"17,990,000₫"
115,"Laptop Lenovo Yoga Duet 7 13IML05 (82AS009BVN) (i7-10510U | 8GB | 512GB | Intel UHD Graphics | 13"" WQHD Touch | Win 10)",Intel Core i7-10510U 1.8GHz up to 4.9GHz 8MB,8GB DDR4 2666MHz Onboard,512GB SSD M.2 2242 PCIe NVMe 3.0x4,Intel UHD Graphics,"13"" WQHD (2160x1350) IPS 450nits Glossy, Dolby Vision, 10-point Multi-touch",Window 10 Home,4Cell 42Wh,,ORCHID,,"29,990,000₫"
116,Laptop MSI Bravo 17 A4DDR-200VN (R5-4600H | 16GB | 512GB | VGA RX 5500M 4GB | 17.3'' FHD 144Hz | Win 10),AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"16GB (8GBx2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",512GB SSD M.2 PCIE (Còn trống 1 khe 2.5 SATA/PCIe),AMD Radeon™ RX 5500M 4GB GDDR6 + AMD Radeon™ Graphics,"17.3"" FHD (1920 x 1080) IPS, 144Hz, Thin Bezel, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cell 51WHr,2.3 kg,Đen,397 x 260 x 23 mm,"21,990,000₫"
117,"Laptop Lenovo Yoga Duet 7 13IML05 (82AS009AVN) (i5-10210U | 8GB | 512GB | Intel UHD Graphics | 13"" WQHD Touch | Win 10)",Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,8GB DDR4 2666MHz Onboard,512GB SSD M.2 2242 PCIe NVMe 3.0x4,Intel UHD Graphics,"13"" WQHD (2160x1350) IPS 450nits Glossy, Dolby Vision, 10-point Multi-touch",Window 10 Home,Integrated Li-Polymer 42Wh,,ORCHID,,"26,990,000₫"
118,"Laptop Lenovo Legion 5 15ARH05 (82B500NHVN) (R7-4800H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD 144Hz | Win 10)",AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)","512GB SSD PCIE G3X4, x1 slot 2.5"" SATA (HDD/SSD)",AMD Radeon™ Graphics,"15.6"" FHD (1920x1080) WVA 300nits Anti-glare, 144Hz, 100% sRGB, Dolby Vision",Windows 10 Home,4 Cell 60WHr,2.3 kg,Phantom Black,363.06 x 259.61 x 23.57-26.1 (mm),"26,790,000₫"
119,"Laptop MSI GL75 Leopard 10SDR-495VN (i7-10750H | 16GB | 512GB | VGA GTX 1660Ti 6GB | 17.3"" FHD 144Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"16GB (8GBx2) DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1660Ti 6GB GDDR6,"17.3"" FHD (1920 x 1080) IPS with Anti-Glare, 144Hz, Thin Bezel",Windows 10 Home,6 Cell 51WHr,2.6 kg,Đen,398.5 x 272 x 28 mm,"30,390,000₫"
120,Laptop MSI Prestige 14 Evo A11M-089VN (i7-1185G7 | 16GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i7-1185G7 3.0GHz up to 4.8GHz 12MB,16GB LPDDR4X-4267,512GB PCIe NVMe Gen4x4 ,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080), IPS, Anti-Glare, 100% sRGB, 300nits",Windows 10 Home,3 Cell 52WHr,1.29 kg,Carbon Gray,319 x 219 x 15.9 mm,"27,990,000₫"
121,"Laptop MSI Modern 14 B11SB-074VN (i5-1135G7 | 8GB | 512GB |  VGA MX450 2GB | 14"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (1x SO-DIMM socket, up to 32GB SDRAM)",512GB PCIe NVMe™ M.2 SSD,NVIDIA GeForce MX450 2GB GDDR5 + Intel® Iris® Xe Graphics,"14"" FHD (1920 x 1080) IPS-Level, 60Hz, 72% NTSC, Thin Bezel, 100% sRGB",Windows 10 Home,3 Cell 52WHr,1.3 kg,Blue Stone,319 x 219 x 16.9 (mm),"20,990,000₫"
122,"Laptop MSI Modern 14 B11M-073VN (i7-1165G7 | 8GB | 512GB |  Intel Iris Xe Graphics | 14"" FHD | Win 10)",Intel Core i7-1165G7 1.2GHz up to 4.7GHz 12MB,"8GB DDR4 3200MHz (1x SO-DIMM socket, up to 32GB SDRAM)",512GB PCIe NVMe™ M.2 SSD,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",Windows 10 Home,3 Cell 52WHr,1.3 kg,Carbon gray,319 x 219 x 16.9 (mm),"21,490,000₫"
123,Laptop ASUS VivoBook S433EA-EB101T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.4 kg,Đỏ táo bạo,32.4 x 21.3 x 1.59 (cm),"18,990,000₫"
124,Laptop ASUS VivoBook S433EA-EB099T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.4 kg,Đen Indie,32.4 x 21.3 x 1.59 (cm),"18,990,000₫"
125,Laptop ASUS VivoBook S433EA-EB100T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.4 kg,Trắng xà cừ,32.4 x 21.3 x 1.59 (cm),"18,990,000₫"
126,Laptop ASUS VivoBook S433EA-EB179T (i7-1165G7 | 16GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,16GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.4 kg,Đen Indie,32.4 x 21.3 x 1.59 (cm),"22,490,000₫"
127,Laptop HP Pavilion Gaming 15-dk1083TX (206R0PA) (i5-10300H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6'' FHD 144Hz | Win 10),Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE,NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080), IPS, 144Hz, Anti-Glare, Micro-Edge, WLED-backlit, 250nits, 45% NTSC",Windows 10 Home,3 Cell 52.5WHr,2.23 kg,Shadow Black,36 x 25.6 x 2.34 cm,"21,990,000₫"
128,Laptop Lenovo IdeaPad Gaming 3 15ARH05 (82EY00C3VN) (R5-4600H | 8GB | 256GB | VGA GTX 1650 4GB | 15.6'' FHD |  Win 10),AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)","256GB SSD M.2 2242 PCIe NVMe 3.0x4, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1650 4GB GDDR6 + AMD Radeon Graphics,"15.6"" FHD (1920 x 1080) IPS, 250nits, Anti-Glare, 60Hz",Windows 10 Home,3 Cell 45WHr,2.2 kg,Đen,359 x 249.6 x 24.9 (mm),"17,990,000₫"
129,"Laptop Dell Gaming G3 3500 (G3500A) (i7-10750H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD 120Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB (4GB x2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE (1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 120Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",Windows 10 Home,3 Cell 56WHr,2.34 kg,Đen,21.6 (H) x 365.5 (W) x 254 (D) (mm),"25,990,000₫"
130,Laptop Dell Gaming G5 5500 (70225484) (i7-10750H | 16GB | 1TB | VGA RTX 2070 8GB | 15.6'' FHD 300Hz | Win 10),Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"16GB (8GB x2) DDR4 3200Hz (2x SO-DIMM socket, up to 32GB SDRAM)",1TB SSD M.2 PCIe,NVIDIA GeForce RTX 2070 8GB Max-Q + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 300Hz, Anti-Glare",Windows 10 Home,4 Cell 68WHr,2.65 kg,Đen,24.5 (H) x 365.5 (W) x 254 (D) (mm),"41,990,000₫"
131,"Laptop Dell Gaming G3 3500 (70223130) (i5-10300H | 8GB | 256GB + 1TB | VGA GTX 1650 4GB | 15.6"" FHD 120Hz | Win 10)",Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB (4GB x2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",HDD 1TB 5400rpm + 256GB SSD M.2 PCIe,NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 120Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",Windows 10 Home,3 Cell 51WHr,2.45 kg,Eclipse Black,21.6 (H) x 365.5 (W) x 254 (D) (mm),"20,990,000₫"
132,"Laptop ASUS ROG Zephyrus S15 GX502LWS-HF070T (i7-10875H | 16GB | 1TB | VGA RTX 2070 8GB Super | 15.6"" FHD 300Hz | Win 10)",Intel Core i7-10875H 2.3GHz up to 5.1GHz 16MB,"16GB DDR4 3200MHz Onboard (1x SO-DIMM socket, up to 32GB SDRAM)",1TB SSD PCIE G3X4 (Support RAID 0) (2 slots),NVIDIA GeForce RTX 2070 Super™ 8GB GDDR6 with Max-Q Design,"15.6"" FHD (1920 x 1080)  IPS, 300Hz, 3ms, 100% sRGB, Pantone® Validated, G-SYNC™, Anti-Glare",Windows 10 Home,4 Cell 76WHr,2.0 kg,Đen,360 x 252 x 18.9 (mm),"61,990,000₫"
133,Laptop ASUS TUF Gaming FX505DT-HN488T (R5-3550H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6'' FHD 144Hz | Win 10),,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE G3X2,NVIDIA GeForce GTX 1650 4GB GDDR5 + Radeon™ RX Vega 8 Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, Narrow Bezel",Windows 10 Home,3 Cell 48WHr,2.2 kg,Gold Steel; Led RGB Keyboard,360.4 x 262 x 25.8 ~26.8 mm,"17,490,000₫"
134,"Laptop ASUS ROG Zephyrus G14 GA401IV-HA181T (R9-4900HS | 16GB | 1TB | VGA RTX 2060 6GB | 14"" WQHD | Win 10 | AniMe Matrix)",AMD Ryzen 9 4900HS 3.0GHz up to 4.3GHz 12MB,"16GB (8x2) DDR4 3200MHz (1x SO-DIMM socket, up to 24GB SDRAM)",1024GB SSD PCIE G3X4,"NVIDIA GeForce GTX 2060 with Max-Q Design 6GB GDDR6 VRAM (Boost Clock: 1435MHz, 60W)","14"" WQHD (2560 x 1440) IPS with 72% NTSC, 60Hz, 100% sRGB, Pantone Validated, 75% AdobeRGB, 300nits",Windows 10 Home,4 Cell 76WHr,1.7 kg,Eclipse Gray AniMe Matrix ,32.4 x 22 x 1.99 (cm),"43,490,000₫"
